,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06010_001E,B06010_002E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B09010_001E,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P004002,P013001,P013002,P013003,P015001,P017001,P031001
5092,,,,,,,,,,,,,,,,,,22140.0,20750.0,980.0,35.0,51.0,4.0,94.0,226.0,21836.0,39.9,38.4,41.7,8311.0,2.45,4976.0
5093,,,,,,,,,,,,,,,,,,4320.0,4205.0,13.0,26.0,22.0,5.0,14.0,35.0,4264.0,46.3,45.3,47.1,1915.0,2.25,876.0
5094,,,,,,,,,,,,,,,,,,5589.0,5473.0,12.0,14.0,5.0,0.0,20.0,65.0,5523.0,44.4,42.4,45.8,2403.0,2.32,1184.0
5095,,,,,,,,,,,,,,,,,,13886.0,13588.0,119.0,23.0,16.0,2.0,39.0,99.0,13771.0,41.6,40.1,43.0,5570.0,2.44,3198.0
5096,,,,,,,,,,,,,,,,,,50063.0,46933.0,605.0,114.0,327.0,15.0,1336.0,733.0,45967.0,36.1,35.4,36.7,18546.0,2.69,13657.0
5097,,,,,,,,,,,,,,,,,,8457.0,8305.0,31.0,20.0,19.0,1.0,22.0,59.0,8352.0,43.1,41.0,45.1,3489.0,2.39,1931.0
5098,,,,,,,,,,,,,,,,,,19104.0,18723.0,52.0,40.0,46.0,11.0,56.0,176.0,18919.0,44.6,43.0,46.1,8040.0,2.35,4197.0
5099,,,,,,,,,,,,,,,,,,113449.0,87986.0,17187.0,286.0,1052.0,34.0,4502.0,2402.0,103282.0,36.7,35.5,37.8,41511.0,2.61,28754.0
5100,,,,,,,,,,,,,,,,,,7331.0,7198.0,15.0,15.0,15.0,5.0,13.0,70.0,7252.0,47.2,46.8,47.6,3149.0,2.31,1493.0
5101,,,,,,,,,,,,,,,,,,50486.0,47846.0,796.0,93.0,191.0,14.0,814.0,732.0,48084.0,41.8,40.0,43.5,20373.0,2.44,12095.0
5102,,,,,,,,,,,,,,,,,,29718.0,28155.0,233.0,51.0,103.0,2.0,779.0,395.0,28134.0,43.4,41.7,44.7,11956.0,2.45,7015.0
5103,,,,,,,,,,,,,,,,,,60218.0,46875.0,8589.0,227.0,1910.0,32.0,992.0,1593.0,57815.0,29.1,27.6,31.1,25538.0,2.2,10738.0
5104,,,,,,,,,,,,,,,,,,9698.0,9564.0,11.0,13.0,24.0,2.0,26.0,58.0,9619.0,42.7,41.8,43.5,3940.0,2.45,2204.0
5105,,,,,,,,,,,,,,,,,,38827.0,34315.0,3251.0,85.0,246.0,7.0,299.0,624.0,38028.0,40.6,39.0,42.3,15365.0,2.38,8596.0
5106,,,,,,,,,,,,,,,,,,22985.0,22431.0,93.0,60.0,77.0,6.0,46.0,272.0,22763.0,40.5,39.5,41.4,8828.0,2.51,5239.0
5107,,,,,,,,,,,,,,,,,,22678.0,22046.0,107.0,45.0,72.0,11.0,194.0,203.0,22069.0,47.1,45.9,48.4,9753.0,2.31,4715.0
5108,,,,,,,,,,,,,,,,,,12582.0,11197.0,1006.0,29.0,22.0,1.0,201.0,126.0,12206.0,42.2,39.8,45.4,4584.0,2.41,2441.0
5109,,,,,,,,,,,,,,,,,,515269.0,384548.0,29422.0,2887.0,17895.0,193.0,66818.0,13506.0,356879.0,34.5,33.5,35.4,170479.0,2.98,149190.0
5110,,,,,,,,,,,,,,,,,,113924.0,106187.0,2186.0,289.0,762.0,16.0,2838.0,1646.0,104789.0,41.0,39.6,42.5,45347.0,2.45,26218.0
5111,,,,,,,,,,,,,,,,,,16833.0,14696.0,1608.0,38.0,38.0,2.0,280.0,171.0,16280.0,39.7,37.0,44.4,6130.0,2.34,3207.0
5112,,,,,,,,,,,,,,,,,,36031.0,32745.0,1735.0,74.0,246.0,10.0,693.0,528.0,34229.0,42.0,40.9,43.3,13758.0,2.41,7734.0
5113,,,,,,,,,,,,,,,,,,169572.0,142940.0,12426.0,383.0,7227.0,55.0,2603.0,3938.0,162138.0,32.1,31.5,32.6,65104.0,2.44,38412.0
5114,,,,,,,,,,,,,,,,,,114736.0,95891.0,6585.0,316.0,3467.0,33.0,5768.0,2676.0,96838.0,32.9,32.3,33.5,38022.0,3.01,36066.0
5115,,,,,,,,,,,,,,,,,,52919.0,46329.0,3810.0,104.0,338.0,9.0,1023.0,1306.0,50361.0,42.0,39.8,44.4,21535.0,2.27,10880.0
5116,,,,,,,,,,,,,,,,,,703462.0,528204.0,49033.0,3279.0,44358.0,294.0,60008.0,18286.0,563475.0,36.7,35.1,38.1,241712.0,2.82,192672.0
5117,,,,,,,,,,,,,,,,,,38950.0,35752.0,1915.0,67.0,199.0,1.0,518.0,498.0,37418.0,40.8,39.4,42.3,14613.0,2.43,8758.0
5118,,,,,,,,,,,,,,,,,,30305.0,27008.0,2285.0,60.0,184.0,5.0,371.0,392.0,29412.0,39.4,37.3,41.9,11070.0,2.34,6062.0
5119,,,,,,,,,,,,,,,,,,32612.0,29476.0,1642.0,75.0,580.0,2.0,237.0,600.0,31745.0,28.9,26.7,31.8,13057.0,2.19,5243.0
5120,,,,,,,,,,,,,,,,,,308760.0,278257.0,3283.0,939.0,7807.0,80.0,13194.0,5200.0,273511.0,38.0,37.0,38.8,109199.0,2.81,84175.0
5121,,,,,,,,,,,,,,,,,,14666.0,14382.0,54.0,36.0,40.0,0.0,19.0,135.0,14549.0,44.0,43.1,44.9,6079.0,2.38,3227.0
5122,,,,,,,,,,,,,,,,,,110768.0,87855.0,18027.0,226.0,1118.0,32.0,756.0,2754.0,108696.0,40.3,39.2,41.4,45855.0,2.33,25284.0
5123,,,,,,,,,,,,,,,,,,47765.0,46596.0,359.0,126.0,129.0,11.0,118.0,426.0,47347.0,41.7,40.0,43.4,19381.0,2.42,10775.0
5124,,,,,,,,,,,,,,,,,,269282.0,237641.0,21235.0,659.0,2254.0,107.0,2427.0,4959.0,261969.0,38.6,37.3,39.8,108094.0,2.46,61246.0
5125,,,,,,,,,,,,,,,,,,39437.0,36734.0,1557.0,122.0,224.0,9.0,165.0,626.0,38895.0,41.4,39.8,43.1,16148.0,2.4,9238.0
5126,,,,,,,,,,,,,,,,,,12640.0,12271.0,44.0,22.0,45.0,2.0,137.0,119.0,12326.0,44.8,43.7,45.8,5161.0,2.4,2742.0
5127,,,,,,,,,,,,,,,,,,53497.0,49867.0,483.0,111.0,250.0,14.0,2015.0,757.0,48756.0,40.7,39.9,41.4,20856.0,2.54,13244.0
5128,,,,,,,,,,,,,,,,,,15429.0,14033.0,904.0,62.0,42.0,0.0,72.0,316.0,15139.0,42.1,41.1,43.2,6362.0,2.38,3518.0
5129,,,,,,,,,,,,,,,,,,12705.0,12383.0,76.0,32.0,30.0,2.0,46.0,136.0,12584.0,42.6,41.3,43.6,5140.0,2.44,3001.0
5130,,,,,,,,,,,,,,,,,,16434.0,16153.0,47.0,17.0,52.0,1.0,42.0,122.0,16127.0,43.7,42.9,44.5,6734.0,2.41,3720.0
5131,,,,,,,,,,,,,,,,,,35547.0,32321.0,2122.0,78.0,168.0,7.0,273.0,578.0,34835.0,40.8,38.7,43.0,14104.0,2.3,7587.0
5132,,,,,,,,,,,,,,,,,,14846.0,14622.0,41.0,28.0,31.0,0.0,34.0,90.0,14717.0,40.3,38.4,41.9,5758.0,2.51,3701.0
5133,,,,,,,,,,,,,,,,,,32957.0,32287.0,69.0,67.0,144.0,7.0,111.0,272.0,32507.0,41.0,39.7,42.2,12589.0,2.59,8071.0
5134,,,,,,,,,,,,,,,,,,30104.0,28632.0,952.0,47.0,111.0,11.0,145.0,206.0,29645.0,41.9,39.6,44.7,11652.0,2.38,6386.0
5135,,,,,,,,,,,,,,,,,,16430.0,15928.0,275.0,28.0,38.0,7.0,38.0,116.0,16258.0,42.5,40.7,44.5,6639.0,2.38,3712.0
5136,,,,,,,,,,,,,,,,,,186494.0,138800.0,33030.0,526.0,5856.0,62.0,2956.0,5264.0,179392.0,36.8,35.4,38.2,75793.0,2.39,44893.0
5137,,,,,,,,,,,,,,,,,,22350.0,19656.0,1866.0,55.0,87.0,8.0,365.0,313.0,21751.0,39.4,37.2,42.7,8335.0,2.38,4633.0
5138,,,,,,,,,,,,,,,,,,16729.0,16393.0,58.0,29.0,51.0,6.0,35.0,157.0,16562.0,42.6,41.3,43.8,6782.0,2.46,4007.0
5139,,,,,,,,,,,,,,,,,,1223348.0,997295.0,161861.0,1702.0,34090.0,278.0,5523.0,22599.0,1204278.0,41.3,39.3,43.3,533960.0,2.23,241663.0
5140,,,,,,,,,,,,,,,,,,68941.0,67565.0,553.0,45.0,150.0,9.0,91.0,528.0,68575.0,44.5,43.4,45.7,28713.0,2.38,14189.0
5141,,,,,,,,,,,,,,,,,,49762.0,48782.0,238.0,75.0,101.0,14.0,151.0,401.0,49312.0,43.9,42.8,45.1,20233.0,2.43,10739.0
5142,,,,,,,,,,,,,,,,,,127089.0,122238.0,2129.0,143.0,706.0,29.0,297.0,1547.0,125859.0,42.0,40.2,43.9,52159.0,2.37,26878.0
5143,,,,,,,,,,,,,,,,,,411442.0,342148.0,20143.0,1285.0,5385.0,128.0,32101.0,10252.0,344087.0,39.1,38.0,40.2,154356.0,2.59,98136.0
5144,,,,,,,,,,,,,,,,,,14845.0,14450.0,151.0,28.0,19.0,1.0,42.0,154.0,14722.0,41.8,40.9,42.7,6014.0,2.45,3431.0
5145,,,,,,,,,,,,,,,,,,62622.0,61035.0,311.0,154.0,339.0,7.0,130.0,646.0,61920.0,43.4,42.4,44.3,25321.0,2.45,14238.0
5146,,,,,,,,,,,,,,,,,,625249.0,557647.0,22376.0,1232.0,24008.0,174.0,9430.0,10382.0,598467.0,42.0,40.8,43.1,234849.0,2.63,143514.0
5147,,,,,,,,,,,,,,,,,,65249.0,62519.0,976.0,123.0,311.0,27.0,504.0,789.0,63104.0,43.9,42.9,44.9,26684.0,2.42,13540.0
5148,,,,,,,,,,,,,,,,,,153990.0,137625.0,4638.0,191.0,7986.0,48.0,1142.0,2360.0,150300.0,28.7,27.6,30.2,57573.0,2.38,24512.0
5149,,,,,,,,,,,,,,,,,,498886.0,426707.0,30623.0,862.0,19296.0,161.0,12207.0,9030.0,466383.0,39.3,38.1,40.3,182900.0,2.65,124055.0
5150,,,,,,,,,,,,,,,,,,143679.0,135206.0,5222.0,147.0,729.0,29.0,588.0,1758.0,141673.0,43.8,41.9,45.7,58950.0,2.3,28235.0
5151,,,,,,,,,,,,,,,,,,5085.0,5000.0,13.0,13.0,14.0,0.0,3.0,42.0,5066.0,48.2,47.5,48.8,2273.0,2.2,985.0
5152,,,,,,,,,,,,,,,,,,39238.0,37860.0,625.0,34.0,200.0,15.0,171.0,333.0,38801.0,38.5,37.4,39.6,15151.0,2.42,8117.0
5153,,,,,,,,,,,,,,,,,,88765.0,85448.0,1547.0,162.0,403.0,19.0,170.0,1016.0,87942.0,41.7,40.6,42.6,35028.0,2.42,19911.0
5154,,,,,,,,,,,,,,,,,,235406.0,213934.0,7527.0,363.0,7072.0,65.0,2203.0,4242.0,228958.0,40.3,38.9,41.8,93943.0,2.37,48712.0
5155,,,,,,,,,,,,,,,,,,268100.0,194910.0,48386.0,578.0,8580.0,78.0,7284.0,8284.0,249305.0,39.4,38.0,40.7,110435.0,2.37,62215.0
5156,,,,,,,,,,,,,,,,,,558979.0,405233.0,110260.0,874.0,26277.0,145.0,5211.0,10979.0,542442.0,38.7,36.8,40.4,208700.0,2.57,130412.0
5157,,,,,,,,,,,,,,,,,,31946.0,31469.0,89.0,34.0,96.0,6.0,42.0,210.0,31763.0,45.1,44.2,45.9,13693.0,2.31,6651.0
5158,,,,,,,,,,,,,,,,,,280566.0,247569.0,20155.0,566.0,3077.0,90.0,3231.0,5878.0,271048.0,38.6,37.1,39.9,110413.0,2.42,63808.0
5159,,,,,,,,,,,,,,,,,,136606.0,127418.0,6325.0,184.0,405.0,24.0,411.0,1839.0,135557.0,43.6,41.9,45.2,55997.0,2.36,27680.0
5160,,,,,,,,,,,,,,,,,,7716.0,5937.0,1389.0,13.0,12.0,1.0,318.0,46.0,7298.0,43.0,38.2,52.1,2511.0,2.08,957.0
5161,,,,,,,,,,,,,,,,,,149618.0,137674.0,4700.0,302.0,1310.0,29.0,2849.0,2754.0,143180.0,40.1,39.1,41.2,58389.0,2.52,35740.0
5162,,,,,,,,,,,,,,,,,,183862.0,177605.0,2021.0,194.0,1838.0,50.0,462.0,1692.0,181921.0,41.5,40.4,42.6,72835.0,2.45,41266.0
5163,,,,,,,,,,,,,,,,,,39988.0,38873.0,484.0,58.0,191.0,8.0,59.0,315.0,39743.0,39.4,39.0,39.8,16128.0,2.37,7755.0
5164,,,,,,,,,,,,,,,,,,81642.0,77912.0,1862.0,86.0,389.0,16.0,652.0,725.0,79735.0,42.9,41.2,44.9,32288.0,2.37,16296.0
5165,,,,,,,,,,,,,,,,,,67295.0,64227.0,1246.0,87.0,563.0,15.0,450.0,707.0,65946.0,39.5,38.7,40.4,26479.0,2.38,12556.0
5166,,,,,,,,,,,,,,,,,,214437.0,197296.0,5423.0,330.0,3644.0,55.0,4393.0,3296.0,203755.0,41.8,40.2,43.5,87226.0,2.37,43947.0
5167,,,,,,,,,,,,,,,,,,38686.0,36584.0,1282.0,67.0,113.0,7.0,258.0,375.0,38221.0,41.1,39.9,42.6,14724.0,2.42,7680.0
5168,,,,,,,,,,,,,,,,,,45913.0,42470.0,2392.0,41.0,184.0,2.0,400.0,424.0,45186.0,41.2,39.9,43.0,17280.0,2.39,9244.0
5169,,,,,,,,,,,,,,,,,,88880.0,84360.0,2434.0,124.0,774.0,10.0,341.0,837.0,87933.0,38.3,36.6,39.8,35005.0,2.39,16846.0
5170,,,,,,,,,,,,,,,,,,45200.0,44446.0,157.0,86.0,92.0,3.0,55.0,361.0,44925.0,43.0,41.8,44.3,18561.0,2.39,9757.0
5171,,,,,,,,,,,,,,,,,,24636.0,23845.0,151.0,31.0,85.0,3.0,279.0,242.0,24013.0,40.9,40.0,41.8,9476.0,2.57,5913.0
5172,,,,,,,,,,,,,,,,,,799874.0,649021.0,69351.0,1174.0,51565.0,296.0,12947.0,15520.0,765641.0,40.6,39.2,42.0,307750.0,2.53,183499.0
5173,,,,,,,,,,,,,,,,,,519445.0,460171.0,19035.0,1195.0,9860.0,164.0,18819.0,10201.0,474515.0,38.2,36.8,39.5,193602.0,2.62,129015.0
5174,,,,,,,,,,,,,,,,,,91108.0,85484.0,3501.0,74.0,370.0,10.0,196.0,1473.0,90177.0,43.6,41.8,45.2,37126.0,2.39,19352.0
5175,,,,,,,,,,,,,,,,,,133568.0,121566.0,2885.0,250.0,1533.0,36.0,5165.0,2133.0,121158.0,41.0,39.8,42.3,52258.0,2.49,30765.0
5176,,,,,,,,,,,,,,,,,,349497.0,276286.0,21440.0,1279.0,10247.0,126.0,30064.0,10055.0,283882.0,39.4,38.1,40.6,133983.0,2.54,82680.0
5177,,,,,,,,,,,,,,,,,,320918.0,290943.0,10767.0,558.0,3135.0,57.0,10555.0,4903.0,299427.0,42.5,40.8,44.3,131932.0,2.34,64800.0
5178,,,,,,,,,,,,,,,,,,116111.0,107573.0,5203.0,217.0,671.0,25.0,421.0,2001.0,114552.0,41.1,39.2,42.8,46700.0,2.37,24212.0
5179,,,,,,,,,,,,,,,,,,46682.0,45531.0,300.0,52.0,168.0,7.0,143.0,481.0,46148.0,42.5,41.1,43.8,18743.0,2.46,10784.0
5180,,,,,,,,,,,,,,,,,,169842.0,131162.0,22348.0,572.0,3484.0,79.0,7295.0,4902.0,147554.0,40.3,39.5,41.0,61091.0,2.72,40574.0
5181,,,,,,,,,,,,,,,,,,43450.0,41661.0,1046.0,100.0,193.0,3.0,60.0,387.0,42693.0,41.5,39.9,43.4,17183.0,2.34,9149.0
5182,,,,,,,,,,,,,,,,,,116638.0,106890.0,6726.0,156.0,728.0,16.0,365.0,1757.0,115390.0,42.8,41.2,44.4,46442.0,2.37,25229.0
5183,,,,,,,,,,,,,,,,,,17286.0,16723.0,261.0,21.0,55.0,0.0,62.0,164.0,17077.0,43.2,42.2,44.1,7215.0,2.38,3745.0
5184,,,,,,,,,,,,,,,,,,36858.0,32149.0,3197.0,139.0,286.0,15.0,208.0,864.0,35923.0,42.6,41.3,43.8,14293.0,2.55,8140.0
5185,,,,,,,,,,,,,,,,,,99863.0,86550.0,9304.0,368.0,1351.0,39.0,751.0,1500.0,97747.0,41.0,39.8,42.2,36589.0,2.68,24998.0
5186,,,,,,,,,,,,,,,,,,18267.0,17408.0,256.0,16.0,326.0,2.0,85.0,174.0,17943.0,43.9,41.6,45.9,7393.0,2.36,3874.0
5187,,,,,,,,,,,,,,,,,,297735.0,256895.0,14986.0,609.0,7203.0,98.0,11289.0,6655.0,266556.0,40.9,39.5,42.3,113565.0,2.53,65177.0
5188,,,,,,,,,,,,,,,,,,94528.0,90156.0,1921.0,146.0,332.0,13.0,972.0,988.0,92275.0,43.4,41.6,45.4,39242.0,2.32,19443.0
5189,,,,,,,,,,,,,,,,,,45969.0,44779.0,296.0,72.0,164.0,19.0,173.0,466.0,45381.0,41.1,40.4,41.8,17903.0,2.53,10706.0
5190,,,,,,,,,,,,,,,,,,15533.0,14802.0,320.0,31.0,16.0,3.0,224.0,137.0,15117.0,46.7,45.6,47.9,6846.0,2.24,2950.0
5191,,,,,,,,,,,,,,,,,,21717.0,16820.0,4180.0,54.0,225.0,4.0,170.0,264.0,21262.0,45.2,44.5,45.7,7998.0,2.54,4400.0
5192,,,,,,,,,,,,,,,,,,18403.0,16123.0,1167.0,43.0,258.0,3.0,400.0,409.0,17622.0,39.3,38.1,40.4,6780.0,2.69,4591.0
5193,,,,,,,,,,,,,,,,,,12243.0,4718.0,7321.0,24.0,35.0,1.0,41.0,103.0,12070.0,40.9,39.6,44.2,3566.0,2.44,2006.0
5194,,,,,,,,,,,,,,,,,,36241.0,22011.0,13293.0,103.0,133.0,6.0,300.0,395.0,35654.0,44.7,43.1,46.3,15085.0,2.35,7983.0
5195,,,,,,,,,,,,,,,,,,15935.0,12297.0,2819.0,231.0,118.0,3.0,99.0,368.0,15611.0,39.4,38.7,40.0,5979.0,2.65,3935.0
5196,,,,,,,,,,,,,,,,,,306935.0,181719.0,90669.0,1012.0,20052.0,127.0,6157.0,7199.0,291934.0,37.5,35.6,39.1,124601.0,2.44,74372.0
5197,,,,,,,,,,,,,,,,,,54151.0,39487.0,11841.0,97.0,237.0,4.0,1643.0,842.0,51606.0,44.7,43.4,45.9,23151.0,2.31,11108.0
5198,,,,,,,,,,,,,,,,,,2321.0,2289.0,6.0,5.0,4.0,0.0,12.0,5.0,2303.0,52.5,52.1,52.9,1081.0,2.15,346.0
5199,,,,,,,,,,,,,,,,,,18787.0,8617.0,9465.0,31.0,21.0,0.0,478.0,175.0,18064.0,39.2,37.0,40.8,7459.0,2.5,4810.0
5200,,,,,,,,,,,,,,,,,,7832.0,5490.0,2171.0,22.0,11.0,1.0,36.0,101.0,7696.0,38.3,35.8,44.3,2270.0,2.35,1309.0
5201,,,,,,,,,,,,,,,,,,20866.0,20497.0,49.0,22.0,71.0,0.0,54.0,173.0,20659.0,42.8,41.2,44.3,8545.0,2.4,5065.0
5202,,,,,,,,,,,,,,,,,,31255.0,29121.0,231.0,68.0,238.0,18.0,1061.0,518.0,28505.0,44.2,42.7,45.6,13177.0,2.32,6872.0
5203,,,,,,,,,,,,,,,,,,46183.0,43684.0,445.0,533.0,274.0,17.0,511.0,719.0,44841.0,41.9,40.5,43.3,18730.0,2.42,10950.0
5204,,,,,,,,,,,,,,,,,,20428.0,19314.0,48.0,557.0,50.0,2.0,92.0,365.0,20101.0,46.4,45.9,46.9,8661.0,2.34,4464.0
5205,,,,,,,,,,,,,,,,,,6018.0,5864.0,19.0,9.0,14.0,1.0,42.0,69.0,5924.0,46.5,45.6,47.3,2601.0,2.27,1287.0
5206,,,,,,,,,,,,,,,,,,1152425.0,856834.0,136262.0,10591.0,71905.0,506.0,38878.0,37449.0,1074749.0,35.9,34.9,36.9,475913.0,2.37,261345.0
5207,,,,,,,,,,,,,,,,,,24690.0,22920.0,1120.0,125.0,49.0,2.0,118.0,356.0,24235.0,40.0,38.8,41.3,8976.0,2.58,5562.0
5208,,,,,,,,,,,,,,,,,,8426.0,8015.0,193.0,24.0,25.0,3.0,35.0,131.0,8297.0,41.8,40.6,43.0,3349.0,2.46,1992.0
5209,,,,,,,,,,,,,,,,,,18538.0,17629.0,463.0,82.0,35.0,6.0,101.0,222.0,18260.0,41.9,40.6,43.3,7454.0,2.46,4293.0
5210,,,,,,,,,,,,,,,,,,11638.0,11387.0,30.0,53.0,11.0,1.0,34.0,122.0,11474.0,44.7,43.9,45.5,4789.0,2.39,2371.0
5211,,,,,,,,,,,,,,,,,,51407.0,48571.0,1048.0,170.0,213.0,13.0,698.0,694.0,49788.0,40.8,39.9,41.8,19864.0,2.51,11359.0
5212,,,,,,,,,,,,,,,,,,18244.0,17544.0,378.0,34.0,35.0,4.0,74.0,175.0,17975.0,43.3,41.4,45.8,7195.0,2.28,3362.0
5213,,,,,,,,,,,,,,,,,,432226.0,369794.0,38045.0,1251.0,8095.0,359.0,6432.0,8250.0,417214.0,37.2,35.7,38.5,177249.0,2.37,94490.0
5214,,,,,,,,,,,,,,,,,,26026.0,24384.0,896.0,79.0,102.0,7.0,166.0,392.0,25529.0,43.5,42.5,44.6,10643.0,2.41,5645.0
5215,,,,,,,,,,,,,,,,,,32330.0,28827.0,2599.0,100.0,95.0,6.0,187.0,516.0,31777.0,44.3,43.0,45.5,13604.0,2.34,7028.0
5216,,,,,,,,,,,,,,,,,,30617.0,27094.0,2003.0,108.0,133.0,19.0,747.0,513.0,29231.0,38.9,37.9,39.9,11850.0,2.55,7550.0
5217,,,,,,,,,,,,,,,,,,27815.0,17236.0,9720.0,176.0,59.0,4.0,257.0,363.0,27251.0,36.4,34.5,38.9,9795.0,2.56,6747.0
5218,,,,,,,,,,,,,,,,,,41869.0,40050.0,642.0,152.0,121.0,2.0,222.0,680.0,41180.0,39.7,38.4,40.9,16275.0,2.55,10529.0
5219,,,,,,,,,,,,,,,,,,12161.0,11656.0,199.0,35.0,44.0,5.0,36.0,186.0,11940.0,41.2,39.6,42.9,4781.0,2.5,2898.0
5220,,,,,,,,,,,,,,,,,,33361.0,29841.0,2269.0,151.0,122.0,20.0,367.0,591.0,32476.0,41.8,40.5,43.1,13382.0,2.47,7786.0
5221,,,,,,,,,,,,,,,,,,48556.0,45339.0,533.0,136.0,287.0,48.0,1690.0,523.0,45161.0,46.0,44.6,47.4,19826.0,2.42,9868.0
5222,,,,,,,,,,,,,,,,,,52266.0,47954.0,2066.0,178.0,388.0,11.0,628.0,1041.0,50784.0,41.6,40.4,42.7,20865.0,2.46,11795.0
5223,,,,,,,,,,,,,,,,,,22248.0,21364.0,93.0,78.0,44.0,3.0,435.0,231.0,21329.0,38.7,37.8,39.8,8561.0,2.57,5567.0
5224,,,,,,,,,,,,,,,,,,26075.0,23925.0,1550.0,60.0,49.0,2.0,150.0,339.0,25679.0,41.6,40.3,42.9,10326.0,2.49,6118.0
5225,,,,,,,,,,,,,,,,,,98294.0,58226.0,35636.0,184.0,918.0,31.0,1851.0,1448.0,94988.0,36.8,35.4,38.1,38073.0,2.47,23634.0
5226,,,,,,,,,,,,,,,,,,28237.0,26501.0,1012.0,114.0,111.0,1.0,158.0,340.0,27876.0,42.3,40.9,43.9,11403.0,2.45,6157.0
5227,,,,,,,,,,,,,,,,,,21987.0,20761.0,806.0,69.0,41.0,6.0,40.0,264.0,21799.0,39.8,38.4,42.0,7692.0,2.53,4623.0
5228,,,,,,,,,,,,,,,,,,80956.0,66677.0,10154.0,265.0,489.0,29.0,1760.0,1582.0,77047.0,38.4,36.9,39.8,31663.0,2.52,19657.0
5229,,,,,,,,,,,,,,,,,,11753.0,11341.0,116.0,64.0,18.0,0.0,67.0,147.0,11577.0,42.9,42.4,43.5,4686.0,2.48,2526.0
5230,,,,,,,,,,,,,,,,,,44519.0,41661.0,926.0,220.0,152.0,13.0,802.0,745.0,43071.0,41.6,40.6,42.8,17711.0,2.49,10178.0
5231,,,,,,,,,,,,,,,,,,172331.0,122336.0,32982.0,988.0,3570.0,676.0,4164.0,7615.0,158579.0,30.0,29.2,30.9,63673.0,2.65,48214.0
5232,,,,,,,,,,,,,,,,,,6362.0,6068.0,145.0,17.0,26.0,1.0,32.0,73.0,6292.0,43.3,42.6,44.1,2492.0,2.51,1411.0
5233,,,,,,,,,,,,,,,,,,22228.0,21853.0,21.0,57.0,43.0,1.0,56.0,197.0,22108.0,38.1,37.0,39.1,8671.0,2.53,5630.0
5234,,,,,,,,,,,,,,,,,,31807.0,27329.0,3367.0,56.0,77.0,12.0,601.0,365.0,30808.0,41.4,40.3,42.5,13077.0,2.4,7269.0
5235,,,,,,,,,,,,,,,,,,22083.0,21571.0,87.0,68.0,44.0,1.0,63.0,249.0,21881.0,41.6,40.3,42.8,8820.0,2.47,5129.0
5236,,,,,,,,,,,,,,,,,,7915.0,7584.0,119.0,48.0,14.0,0.0,30.0,120.0,7784.0,43.1,41.7,44.4,3160.0,2.47,1786.0
5237,,,,,,,,,,,,,,,,,,5077.0,4993.0,5.0,11.0,4.0,0.0,33.0,31.0,5010.0,47.2,46.1,48.4,2177.0,2.3,974.0
5238,,,,,,,,,,,,,,,,,,16825.0,16397.0,50.0,64.0,24.0,4.0,71.0,215.0,16592.0,42.5,41.6,43.3,6653.0,2.49,3725.0
5239,,,,,,,,,,,,,,,,,,72321.0,66536.0,1455.0,317.0,846.0,46.0,2006.0,1115.0,68463.0,35.9,33.5,38.3,28930.0,2.41,15567.0
5240,,,,,,,,,,,,,,,,,,31809.0,29695.0,616.0,141.0,130.0,15.0,710.0,502.0,30622.0,39.8,38.9,40.7,12276.0,2.52,7456.0
5241,,,,,,,,,,,,,,,,,,54181.0,51157.0,1440.0,180.0,278.0,18.0,219.0,889.0,53471.0,44.9,43.6,46.1,22376.0,2.39,11285.0
5242,,,,,,,,,,,,,,,,,,262604.0,205417.0,32886.0,954.0,7984.0,142.0,8927.0,6294.0,245104.0,32.2,31.3,33.1,96232.0,2.68,68714.0
5243,,,,,,,,,,,,,,,,,,66283.0,57919.0,4934.0,234.0,331.0,32.0,1876.0,957.0,62380.0,37.6,36.6,38.5,24197.0,2.71,17042.0
5244,,,,,,,,,,,,,,,,,,156823.0,149208.0,3329.0,416.0,884.0,34.0,958.0,1994.0,154502.0,43.6,42.2,45.1,66298.0,2.33,32293.0
5245,,,,,,,,,,,,,,,,,,14112.0,13543.0,21.0,53.0,40.0,5.0,275.0,175.0,13650.0,40.6,39.6,41.6,5519.0,2.52,3324.0
5246,,,,,,,,,,,,,,,,,,89889.0,84217.0,711.0,342.0,774.0,20.0,2616.0,1209.0,85102.0,40.9,39.4,42.5,35343.0,2.52,19892.0
5247,,,,,,,,,,,,,,,,,,927644.0,376270.0,483381.0,2279.0,21391.0,441.0,30580.0,13302.0,875552.0,34.6,32.9,36.2,350971.0,2.59,244742.0
5248,,,,,,,,,,,,,,,,,,19166.0,18179.0,410.0,87.0,37.0,3.0,192.0,258.0,18749.0,39.9,38.9,40.8,7410.0,2.57,4643.0
5249,,,,,,,,,,,,,,,,,,13324.0,12605.0,188.0,75.0,137.0,3.0,81.0,235.0,13074.0,42.8,42.1,43.5,5386.0,2.46,3046.0
5250,,,,,,,,,,,,,,,,,,5548.0,5441.0,23.0,15.0,8.0,0.0,10.0,51.0,5498.0,44.5,43.2,45.6,2246.0,2.43,1157.0
