,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06010_001E,B06010_002E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B09010_001E,county,state
259,433,15,162,127,109,20,491,22,67,43,103,105,53,39,8,51,94,111,8
260,993,148,343,338,138,26,1109,136,124,106,253,95,179,95,41,80,289,57,8
261,215266,9135,41946,65386,59389,39410,275016,26253,49233,21632,36570,30942,35081,25151,10536,39618,67097,69,8
262,14592,1745,4639,5432,1927,849,18040,1795,3836,2014,2562,1953,2663,1651,443,1123,4645,75,8
263,18102,1809,5315,5906,3149,1923,20945,2096,3910,1995,3531,2764,2750,1586,749,1564,5798,83,8
264,5843,376,815,1491,2278,883,6578,391,803,544,1048,1041,960,642,298,851,1449,113,8
265,17929,877,4562,6368,3780,2342,20398,1700,3009,1690,2521,2534,2821,2258,916,2949,4370,119,8
266,6649,973,2150,2129,924,473,7733,750,1414,740,1081,1095,1128,818,184,523,2720,125,8
267,205757,11124,25498,44916,67026,57193,264762,26311,48091,18778,29307,25921,28594,22534,9873,55353,63017,13,8
268,17308,632,4363,6256,4205,1852,20258,2415,2309,1339,2309,1934,2344,2057,1033,4518,5479,39,8
269,10322,1311,2972,3956,1319,764,12031,1624,2257,1305,2037,1267,1438,1072,228,803,2563,71,8
270,4057,495,2160,865,386,151,4605,1642,1078,337,409,275,315,269,57,223,1095,73,8
271,7106,148,1459,2199,2134,1166,8033,630,989,735,842,1044,1160,841,366,1426,1519,19,8
272,17841,699,3685,4248,6090,3119,20712,1607,2853,1591,2999,2435,3523,2072,660,2972,4598,107,8
273,22379,1482,4476,5727,7963,2731,25714,1554,2739,2164,3864,4058,4365,2822,865,3283,4799,117,8
274,9411,1588,2367,2987,1542,927,12945,1762,3556,1412,1730,1472,1311,848,344,510,3976,3,8
275,21983,2436,8267,7016,2782,1482,25204,3995,4701,2807,3652,2819,2700,1883,468,2179,6144,29,8
276,36356,3710,14192,12253,3885,2316,40603,9675,8719,3173,5260,3473,4422,2582,1095,2204,7356,43,8
277,110442,12387,32041,42006,15277,8731,132235,18119,25973,13641,20547,14962,15804,9967,4079,9143,37569,101,8
278,28958,3100,9688,9380,4533,2257,33429,3723,6098,3146,5612,4452,4124,2861,1012,2401,9140,85,8
279,18183,3540,5672,5851,1967,1153,21930,2610,3651,1981,3298,3209,3149,1826,642,1564,7426,87,8
280,13259,483,3867,5127,2682,1100,14627,1098,1882,1234,2354,1749,2259,1382,581,2088,2799,93,8
281,4551,886,1286,1195,774,410,5165,618,1219,645,810,654,480,360,55,324,1403,109,8
282,101365,9930,28686,35223,18357,9169,121340,12341,23234,11092,18398,13929,15282,11336,4152,11576,32773,77,8
283,7831,1465,2017,3094,870,385,9535,1117,1787,922,1723,1311,1330,574,163,608,3077,99,8
284,664,48,137,208,211,60,723,71,119,54,126,113,109,54,13,64,148,53,8
285,432176,27251,86821,157001,97863,63240,535135,63563,83825,45334,68122,60528,71281,47832,20348,74302,167257,41,8
286,3377,235,1157,1426,428,131,3933,443,650,315,676,522,531,396,88,312,1093,121,8
287,11139,508,3064,3294,3212,1061,12654,787,1644,1021,1968,1906,2265,996,590,1477,2539,49,8
288,421551,32522,87155,126608,112863,62403,499557,57543,64602,34044,63061,57546,69192,50223,21942,81404,151790,5,8
289,12283,1801,3459,4844,1412,767,14732,1881,3391,1784,2478,1592,1684,969,351,602,4283,89,8
290,2910,311,916,1053,439,191,3377,277,725,333,386,396,534,315,82,329,1078,95,8
291,9489,902,2210,2869,2312,1196,10725,804,1440,1032,2289,1493,1591,869,183,1024,2193,7,8
292,483128,64356,84948,109198,137052,87574,558377,61539,72963,40869,69730,63942,76481,54517,22934,95402,138303,31,8
293,911,42,373,305,134,57,1050,67,187,102,249,122,156,64,16,87,378,61,8
294,5142,489,1367,2071,777,438,5630,494,1019,818,905,760,817,268,185,364,1031,55,8
295,2608,379,695,976,416,142,2980,300,622,288,539,448,297,257,67,162,750,9,8
296,14907,1255,4016,4813,2983,1840,16431,1802,2915,1861,2371,2006,2066,1220,580,1610,2855,15,8
297,4492,89,1017,1743,1089,554,4907,352,436,281,675,606,784,508,373,892,1066,47,8
298,5572,738,2190,1762,595,287,6348,883,1198,531,1034,874,774,397,162,495,1792,63,8
299,38287,4798,10908,11010,7509,4062,45359,5644,5523,3148,5965,5127,7347,4787,1935,5883,14941,45,8
300,10354,447,1792,2552,4036,1527,13806,879,2936,1359,2123,1487,2052,1373,452,1145,2866,51,8
301,402392,22845,83488,122509,109340,64210,468640,44308,60760,30766,55924,51470,65171,48927,22500,88814,115779,59,8
302,726,26,134,281,177,108,761,30,109,89,153,90,109,56,42,83,82,79,8
303,3748,75,651,1170,1092,760,4110,382,517,315,642,495,574,502,146,537,685,91,8
304,4260,333,1390,1645,576,316,5206,685,782,578,694,502,613,499,179,674,1589,103,8
305,1656,153,497,662,223,121,1926,163,308,229,355,280,217,205,58,111,517,115,8
306,181832,22369,49614,60802,33853,15194,221197,29039,35019,16335,27229,24934,29450,21249,10349,27593,76330,123,8
307,44055,1846,6410,12258,14915,8626,51453,4685,6407,2798,5552,4793,6973,5669,2489,12087,15496,14,8
308,595779,59891,182609,146901,111795,94583,716506,87146,106764,54410,90295,72903,86952,71144,32861,114031,178641,9,9
309,135410,10836,39337,37873,27496,19868,156568,14209,19212,11863,20134,17090,20316,17255,7743,28746,35012,5,9
310,622863,66150,169040,154982,132166,100525,741026,88372,104860,54449,88907,73349,92148,71626,35302,132013,191891,3,9
311,80756,9407,26446,25191,11950,7762,97388,9172,15716,8000,14418,11652,12273,10412,4553,11192,23699,15,9
312,188628,15314,56761,54405,34115,28033,226710,21411,33942,18272,29131,23543,28040,22869,10648,38854,54038,11,9
313,118781,7140,32362,30873,27082,21324,139498,13186,18542,9329,15068,13545,17020,14932,7406,30470,30817,7,9
314,95679,5616,25979,26080,21525,16479,129730,13077,25393,9094,13644,11100,14173,12947,6140,24162,27374,13,9
315,642401,68146,141048,134711,165926,132570,768497,100630,110434,49807,90878,68609,77529,59490,29265,181855,219285,1,9
316,377959,34178,112114,96770,77875,57022,454305,64821,66082,32104,52128,48564,55366,43424,18958,72858,121606,3,10
317,159421,21039,53268,45079,23094,16941,180760,17757,26044,15628,28335,23968,25729,16396,6766,20137,41505,5,10
318,114160,14427,37753,35143,16509,10328,139361,16517,22999,12419,18870,16827,19410,13506,5906,12907,40316,1,10
319,115208,10766,31250,41945,20652,10595,136139,21168,21258,11479,18190,15133,16070,11969,5083,15789,37284,113,12
320,268791,29814,82335,78466,47990,30186,306256,37723,43788,29165,52073,39218,37853,24922,9576,31938,69348,81,12
321,112033,14146,42369,35524,12905,7089,124198,14573,21630,14864,23949,16782,14304,7969,2733,7394,21106,17,12
322,28851,4756,11934,8716,2183,1262,33141,4928,5756,4649,6400,3798,3905,1816,588,1301,7975,75,12
323,18290,2890,7610,5395,1689,706,22049,4466,3860,1532,3119,2729,2682,1427,621,1613,6723,3,12
324,381262,39552,126013,129181,56598,29918,442268,66045,67265,46147,78277,56059,52308,32064,11777,32326,92967,127,12
325,167484,11407,31189,48655,42853,33380,241171,34925,48309,19637,29964,26247,31521,18178,7277,25113,53621,73,12
326,1327173,151309,361416,396596,266661,151191,1555595,242539,230883,138995,227791,179143,190072,121143,47324,177705,405943,11,12
327,13354,2372,5145,4166,993,678,15598,4086,2908,1736,2281,1520,1396,936,186,549,3479,79,12
328,59730,5246,16597,18895,11850,7142,67014,6716,9000,5687,9481,8212,9757,6382,2367,9412,11558,87,12
329,206004,19462,56231,76846,35438,18027,255411,30798,44004,23000,43866,36648,32884,17658,7131,19422,64806,33,12
330,133405,16324,49005,45296,15106,7674,152052,20078,25023,17828,27854,18990,19388,9906,3939,9046,33450,53,12
331,912588,108113,248025,264838,186135,105477,1092115,156651,166539,98433,160092,124398,135324,88786,34185,127707,310538,57,12
332,134736,11289,34037,49298,25077,15035,160502,18746,24070,13491,24166,19396,20007,13825,5965,20836,43796,91,12
333,16155,3309,6878,4578,953,437,18666,5284,3473,1799,2521,1902,1698,930,295,764,4317,123,12
334,22804,2842,8248,7666,2733,1315,26231,6298,3178,1766,2824,3735,3981,2026,882,1541,6580,129,12
335,17464,3412,7169,4910,1251,722,20479,4783,4139,1947,2701,2676,1854,1118,259,1002,4852,133,12
336,617788,65766,172339,202562,120073,57048,736917,101961,111125,63245,107661,90654,102620,61117,23724,74810,207031,31,12
337,19351,4222,7371,5742,1480,536,22187,5497,3305,2475,2647,2356,2587,1770,645,905,5459,7,12
338,418908,34563,119517,145967,73154,45707,481983,64566,72428,49246,78136,56092,56988,36808,15804,51915,105640,9,12
339,137354,12179,42925,49694,22532,10024,163951,24167,24371,12632,23005,18505,22311,15330,5535,18095,48983,19,12
340,6159,1610,2368,1321,420,440,7175,2303,1272,543,743,726,888,294,109,297,1829,67,12
341,239378,27240,79606,79012,34652,18868,273241,33077,42700,28791,48183,34295,35749,20449,8213,21784,64173,69,12
342,56914,4923,18782,17750,9931,5528,65447,8060,9812,5460,9175,7624,7565,6044,2740,8967,15927,89,12
343,722933,67211,206075,232382,141166,76099,818616,94808,117345,80006,131774,104831,107748,66451,25948,89705,159739,103,12
344,448680,70510,159148,131617,58147,29258,530507,93815,79860,52800,89645,65994,67624,36137,12072,32560,146970,105,12
345,214460,29694,72836,69948,27447,14535,248437,37834,40098,25913,41562,31931,30633,16200,6354,17912,61457,111,12
346,9894,2607,3912,2298,745,332,11337,2412,2233,1007,2205,1017,1161,654,83,565,2135,43,12
347,24397,8503,8056,5777,1298,763,30209,5623,6415,2853,5464,3743,2668,1483,618,1342,10687,51,12
348,112585,13007,34743,33505,19263,12067,127348,14765,20249,12812,22435,16929,14356,8838,3616,13348,25205,61,12
349,35379,7197,12611,10616,2813,2142,41064,10299,6745,4272,6261,4956,4231,2097,782,1421,8974,63,12
350,1037150,123896,258726,293782,225909,134837,1198342,159471,172578,108922,183744,137635,139343,94890,37948,163811,277472,99,12
351,159705,8895,33987,48202,43552,25069,186033,25820,25238,14334,22551,19586,21488,15272,7155,34589,49619,109,12
352,313146,18433,68552,108480,79651,38030,371102,58009,53340,29346,50594,41366,46094,31140,12666,48547,96208,117,12
353,1906299,362333,537439,476331,339002,191194,2244042,431785,405129,232232,347949,238365,220347,132105,50645,185485,552292,86,12
354,125643,13637,38862,45059,18081,10004,147505,16945,25731,14873,23764,19582,18315,10522,4470,13303,38860,5,12
355,79267,6384,26556,27641,11826,6860,89880,12579,13532,9244,16155,10957,11120,6949,2803,6541,18705,35,12
356,8891,1658,3267,2327,994,645,10059,2505,1386,1143,1446,1064,1057,539,214,705,1911,37,12
357,12127,1898,4441,3539,1527,722,14007,3334,2072,1750,1992,1383,1629,697,211,939,2521,45,12
358,9895,2431,4069,2386,737,272,11992,4271,1918,1213,1507,1072,735,729,207,340,2683,47,12
359,5655,1144,2762,1119,397,233,7179,2536,1148,590,785,712,608,459,68,273,1441,77,12
360,212567,29688,68481,74007,28215,12176,258601,45670,44156,27512,46795,31728,28491,15563,5951,12735,81300,97,12
361,104244,8728,31411,31877,18855,13373,109591,11818,16316,11355,20031,13013,13396,8799,3427,11436,8499,119,12
362,46316,6532,12289,15114,8178,4203,52541,7000,8326,4884,8343,6995,5694,4070,1537,5692,12928,131,12
363,31955,6498,11578,8682,3391,1806,37419,8318,5982,3517,5699,4772,4597,2156,761,1617,10188,39,12
364,13927,3322,5440,3565,1121,479,16358,3937,2989,1820,2293,1711,1762,877,324,645,3810,59,12
365,10932,2088,3597,2934,1390,923,12156,3191,1840,816,1381,1488,1485,923,293,739,2306,65,12
366,521569,66037,160987,152529,89211,52805,594012,76969,87585,59570,99552,77436,70870,46371,17174,58485,128346,71,12
367,255204,33768,94296,77728,32915,16497,290481,42434,47337,32090,55182,35876,34865,18648,6339,17710,64286,83,12
368,17288,4847,7595,3027,1210,609,21279,5447,3254,2032,3949,2171,1963,1198,278,987,7261,49,12
369,268314,36199,70815,67570,55109,38621,303964,35242,43274,26296,48036,36265,34989,23763,9704,46395,63894,21,12
370,27884,7269,10700,6853,2200,862,32974,7805,5067,3504,5865,3703,3361,1655,701,1313,8452,93,12
371,853821,100986,214138,259147,187206,92344,1047999,174513,157534,98264,163942,126566,122710,74719,28225,101526,290934,95,12
372,156332,12281,34600,44781,32960,31710,220605,40122,44765,17755,30752,21548,24252,14894,6193,20324,46526,1,12
373,360564,40760,119260,118749,54229,27566,414467,58681,61257,44055,69845,48083,50012,33621,12311,36602,101741,101,12
374,11602,1802,4631,3733,985,451,14513,2864,2097,1538,2802,1495,1843,782,368,724,3232,41,12
375,76171,12195,27985,22938,8281,4772,85587,10494,16852,11300,17165,10684,8666,4594,1692,4140,17617,55,12
376,30583,6054,12148,8184,2955,1242,35747,6038,5785,4649,6345,4631,3604,2051,798,1846,9442,121,12
377,25193,7440,10173,4685,2002,893,29794,7347,4602,2878,6099,3346,2811,1425,354,932,6996,27,12
378,10281,2320,4154,2825,755,227,12124,3429,1969,1142,1970,1352,1279,499,195,289,3133,13,12
379,141419,14099,48525,47152,19864,11779,155406,17596,24723,17600,28278,19616,18357,11747,4533,12956,22189,15,12
380,47213,6117,17050,16295,5077,2674,56054,10479,9104,5709,8846,6507,6644,3471,1689,3605,14981,23,12
381,12309,2567,5404,3212,782,344,13756,3029,2450,1653,2159,1563,1464,672,240,526,3059,29,12
382,119437,11596,31090,38168,23988,14595,134718,16622,18393,12879,22179,15719,16552,9118,4568,18688,26092,85,12
383,51221,10473,20565,13783,4042,2358,59348,9950,11989,7646,10333,6818,5809,3185,1089,2529,15673,107,12
384,321126,24009,94898,93439,64876,43904,356302,33967,47772,34670,56905,46286,46423,30641,13077,46561,59625,115,12
385,11304,2723,4257,3387,723,214,12910,5441,2090,857,1334,1137,1043,560,94,354,2873,125,12
386,2063,357,922,601,61,122,2438,513,617,261,481,222,126,102,65,51,712,61,13
387,2631,808,917,725,127,54,3076,737,380,263,573,323,314,263,57,166,1140,101,13
388,57587,6867,15985,18060,10305,6370,67662,7872,12302,6764,10089,7742,8586,4917,1830,7560,18957,127,13
389,497255,56165,104886,126662,121254,88288,588708,82507,89883,47964,81732,64559,69971,49257,21529,81306,172802,89,13
390,19468,4091,7170,5459,1533,1215,22999,3638,4059,2340,3567,2563,2718,1587,876,1651,6923,143,13
391,5687,967,2497,1536,449,238,6555,1034,912,820,1310,791,678,442,104,464,1506,181,13
392,42968,7396,14174,12936,5506,2956,50320,7722,7445,4614,7314,5837,6753,4489,1627,4519,16262,157,13
393,10706,2735,4438,2397,805,331,12776,2255,2728,1680,2129,1481,1149,697,262,395,3815,163,13
394,19462,2270,7477,5677,2393,1645,22981,3240,3676,1915,3284,2646,3413,2205,861,1741,6822,169,13
395,26017,8430,9650,5439,1448,1050,31232,4803,5275,3461,5682,4697,3792,1859,654,1009,9986,213,13
396,127882,16133,35456,43086,20489,12718,156950,23851,30619,14837,24723,16964,16840,11287,4447,13382,49124,215,13
397,8466,1688,3393,2320,570,495,9968,3124,1360,972,1510,797,891,627,192,495,1940,235,13
398,12302,1995,4108,3086,1741,1372,14095,2038,2637,1885,2203,1762,1299,899,369,1003,2806,241,13
399,4316,1481,1653,647,416,119,5244,1661,1135,431,841,429,344,186,70,147,832,259,13
400,8133,888,2472,2691,1232,850,9955,1372,2055,1432,1559,1163,975,550,239,610,1521,281,13
401,4764,1127,1703,1195,455,284,5500,730,1124,696,813,800,698,346,154,139,1435,283,13
402,5555,1306,2094,1405,473,277,6402,1136,1134,570,1112,761,895,362,116,316,1998,287,13
403,6360,1136,2590,1800,410,424,7593,1618,1320,896,1335,615,739,473,246,351,2047,155,13
404,5242,1580,2103,1131,252,176,6257,1121,1282,693,1032,778,516,462,92,281,2319,3,13
405,12366,3076,4961,2904,819,606,14586,2384,3176,1613,2336,1580,1444,901,309,843,4616,1,13
406,7454,1308,3082,2185,535,344,8805,1499,1545,1044,1526,1143,939,499,152,458,2909,5,13
407,12397,2271,5982,3172,543,429,14712,2697,2897,1888,2228,1533,1628,885,293,663,4507,25,13
408,66225,20605,19162,16812,6158,3488,80793,13560,10988,9368,14657,12430,8974,4669,1427,4720,27811,313,13
409,4864,1251,1950,1204,290,169,5513,2237,827,576,686,408,379,179,79,142,1177,37,13
410,9658,2631,3262,2935,504,326,11539,3617,1965,1263,1688,1071,863,469,103,500,2662,193,13
411,44844,7373,15913,13240,5136,3182,54977,8468,10431,6040,8158,6797,5973,4534,1173,3403,17417,285,13
412,99658,14868,32104,27422,14848,10416,121822,21280,25385,12011,16240,12804,13153,7648,3232,10069,38064,21,13
413,23065,2514,5648,8593,3813,2497,27321,3424,4699,2069,3260,3204,3295,2648,1324,3398,7334,145,13
414,6102,1396,2258,1687,426,335,6935,1004,1358,718,1330,758,818,519,91,339,1878,197,13
415,3346,626,1154,1108,271,187,4073,719,861,206,600,627,521,253,76,210,1326,249,13
416,14137,3094,5533,3951,954,605,16792,2740,3196,2002,2771,1632,1882,909,634,1026,4869,321,13
417,8035,1214,3397,2043,748,633,10602,2822,1810,929,1441,1366,873,605,243,513,2597,23,13
418,10097,2723,3888,2484,675,327,11988,3057,2337,1388,1799,1004,1096,559,328,420,2622,93,13
419,7155,1697,2814,1533,714,397,8309,1426,1495,877,1317,1111,923,559,124,477,2832,109,13
420,15254,3462,5969,3871,1243,709,18267,3087,3735,2345,2753,2236,1791,1137,462,721,4945,119,13
421,1804,344,885,372,116,87,2137,378,241,270,420,247,249,130,66,136,621,307,13
422,36802,4777,13799,11146,4802,2278,44500,6521,6774,3572,5246,5633,4979,4476,2085,5214,15369,103,13
423,11670,1688,4396,3439,1499,648,15164,2977,3365,1440,1940,1484,1671,988,347,952,3843,171,13
424,2067,463,876,534,148,46,2466,423,367,299,443,307,315,182,60,70,698,125,13
425,14815,2975,6395,3595,1001,849,17763,3374,3669,1882,2976,2080,1759,986,301,736,5672,107,13
426,1658,493,640,387,87,51,1844,221,376,300,435,155,198,103,13,43,373,239,13
427,189667,20256,45712,60641,38595,24463,232259,31351,41093,20542,33197,26185,29183,17639,7304,25765,62504,51,13
428,35487,3241,11099,14246,4787,2114,46553,7826,7128,3769,7008,6900,6158,3818,1517,2429,17799,179,13
429,9416,2247,3585,2595,539,450,11008,1704,2257,1150,1878,1143,1307,650,310,609,3260,159,13
430,6970,1702,3009,1591,418,250,8147,1186,1663,1249,1146,947,810,490,216,440,1998,167,13
431,6829,1374,2272,2107,724,352,8137,1653,1858,648,1223,926,675,556,236,362,2645,173,13
432,19636,3479,7417,5457,1827,1456,23155,3588,4038,2166,3428,3115,2759,2091,658,1312,6574,195,13
433,15298,3580,5888,3949,1270,611,18154,4559,3374,1814,2775,1907,1783,1241,270,431,5302,205,13
434,5940,948,2430,1667,554,341,7025,1740,1066,739,936,842,834,366,146,356,1847,253,13
435,25690,4582,8929,7859,2154,2166,32108,6643,5019,3440,5338,3468,3242,1930,851,2177,10090,277,13
436,6007,1886,2294,1272,350,205,6976,1443,1513,853,962,726,752,453,32,242,1597,289,13
437,27250,6349,10399,7044,2045,1413,32463,4906,5886,2926,6116,4163,3958,2322,772,1414,10782,233,13
438,4775,992,2054,1133,393,203,5526,707,1083,675,1060,707,689,267,85,253,1135,263,13
439,5741,1331,2068,1690,419,233,6859,1444,1218,789,1192,754,658,406,104,294,1717,269,13
440,6069,1470,1904,2040,351,304,7147,1244,1721,930,898,766,775,424,84,305,2172,273,13
441,30451,5334,9510,8850,3643,3114,35912,5118,6820,4046,5868,4087,4070,2619,809,2475,10805,275,13
442,17485,3384,6798,4531,1709,1063,20985,3489,4215,2251,3284,2582,2276,1268,476,1144,7341,279,13
443,6253,1087,3259,1346,345,216,7408,1377,1406,703,1307,816,768,475,189,367,2119,319,13
444,11412,2128,4959,3157,709,459,13552,2784,2602,1713,1878,1565,1587,959,111,353,4407,17,13
445,14663,2932,5430,4586,1046,669,17663,3679,3092,2021,2451,1826,1616,1254,576,1148,5948,33,13
446,45081,6020,14487,15440,6169,2965,53301,5863,8590,5277,8470,7109,6963,5181,1525,4323,15488,47,13
447,4948,359,1303,1653,1224,409,8847,1104,1295,854,1883,1352,921,648,239,551,2471,53,13
448,17190,4638,6680,4137,1015,720,20207,4689,3283,2331,2914,2759,2181,1135,278,637,5629,55,13
449,94536,7278,23361,31380,20098,12419,113228,18200,17012,9166,12311,9139,13743,11428,4715,17514,37211,73,13
450,17863,3467,6393,5345,1447,1211,21487,5305,3549,2013,3001,2255,2378,1372,473,1141,6665,87,13
451,63693,12383,20321,17942,7793,5254,77707,11045,15548,7683,12449,8644,8935,5371,2060,5972,22540,115,13
452,136116,10147,22962,34728,45515,22764,161465,24304,22023,9776,16144,12954,16786,13840,6783,38855,60515,117,13
453,29498,6480,9984,7621,2982,2431,35565,6977,5665,3575,6197,4130,4065,2212,518,2226,10022,137,13
454,18073,3402,7082,5103,1502,984,21063,3101,4316,2235,3448,2884,2278,1304,325,1172,5395,147,13
